Αφρική	Afrika
Ουσιαστικό	Substantiv
Πράγα	Prag
Ρουθήνιο	Rutenium
Ρόδιο	Rodium
Μπλε	Blå
Παλλάδιο	Palladium
Άργυρος	Silver
Κάδμιο	Kadmium
Σταρ Τρεκ	Star Trek
Λιμβουργία (Ολλανδία)	Limburg (Nederländerna)
Ίνδιο	Indium
Λιμβουργία (Βέλγιο)	Limburg (Belgien)
Κασσίτερος	Tenn
Ουράνιο	Uran
Αντιμόνιο	Antimon
Τελλούριο	Tellur
Βόρεια Βραβάντη	Noord-Brabant
Πλουτώνιο	Plutonium
Ιώδιο	Jod
Ποσειδώνιο	Neptunium
Ξένο	Xenon
Άνιμε	Anime
Καίσιο	Cesium
Πρωτακτίνιο	Protaktinium
Ηλεκτρικό φορτίο	Elektrisk laddning
Βάριο	Barium
Δυτική Φλάνδρα	Västflandern
Ανατολική Φλάνδρα	Östflandern
Θόριο	Torium
Αμβέρσα (επαρχία)	Antwerpen (provins)
Φλαμανδική Βραβάντη	Flamländska Brabant
Άφνιο	Hafnium
Ακτίνιο (στοιχείο)	Aktinium
Βαλλωνική Βραβάντη	Vallonska Brabant
Ταντάλιο	Tantal
Μπιλ Κλίντον	Bill Clinton
Ναμύρ (επαρχία)	Namur (provins)
Λουξεμβούργο (Βελγική επαρχία)	Luxemburg (vallonsk provins)
Λιέγη (επαρχία)	Liège (provins)
Ράδιο	Radium
Αινώ	Hainaut
Ραδόνιο	Radon
Λωρραίνη (περιοχή)	Lorraine
Ουνουνέννιο	Ununennium
Αλσατία	Alsace
Ζαν Φιλίπ Ραμώ	Jean-Philippe Rameau
Ουνμπινίλιο	Unbinilium
Ίντιρα Γκάντι	Indira Gandhi
Εκτόρ Μπερλιόζ	Hector Berlioz
Μουμπάι	Bombay
Παγκόσμια Ομοσπονδία Κλασικού Αθλητισμού	International Association of Athletics Federations
Άντρα Πραντές	Andhra Pradesh
Λιμβουργία (αποσαφήνιση)	Limburg
Αρουνάτσαλ Πραντές	Arunachal Pradesh
Ασσάμ	Assam
Μπιχάρ	Bihar
Μίσιγκαν	Michigan
Τσατίσγκαρ	Chhattisgarh
Λίμνη Μίσιγκαν	Michigansjön
Γκόα	Goa
Βουργουνδία	Bourgogne
Χαρυάνα	Haryana
Χιμάτσαλ Πραντές	Himachal Pradesh
Μωρίς Ραβέλ	Maurice Ravel
Ακουιτανία	Aquitaine
Γιαμού και Κασμίρ	Jammu och Kashmir
Πουέρτο Ρίκο	Puerto Rico
Τζαρκάντ	Jharkhand
Καρνάτακα	Karnataka
Κεράλα	Kerala
Μάντια Πραντές	Madhya Pradesh
Γιουσέιν Μπολτ	Usain Bolt
Μαχαράστρα	Maharashtra
Ζαν Μπατίστ Λυλί	Jean-Baptiste Lully
Μανιπούρ	Manipur
Σλέσβιχ-Χόλσταϊν	Schleswig-Holstein
Μεγκαλάγια	Meghalaya
Μεκλεμβούργο-Δυτική Πομερανία	Mecklenburg-Vorpommern
Κάτω Σαξωνία	Niedersachsen
Βόρεια Ρηνανία-Βεστφαλία	Nordrhein-Westfalen
Έσση	Hessen
Ρηνανία-Παλατινάτο	Rheinland-Pfalz
Σάαρλαντ	Saarland
Σαξονία	Sachsen
Τζον Λένον	John Lennon
Ιλινόι	Illinois
Θουριγγία	Thüringen
Σαξωνία-Άνχαλτ	Sachsen-Anhalt
Βόρεια Ντακότα	North Dakota
Βραδεμβούργο	Brandenburg
Βρέμη (ομόσπονδο κρατίδιο)	Bremen (delstat)
Λομβαρδία	Lombardiet
Νότια Ντακότα	South Dakota
Μοντάνα	Montana
Ουαϊόμινγκ	Wyoming
Πεδεμόντιο	Piemonte
Ιερουσαλήμ	Jerusalem
Τζόρτζιο Ναπολιτάνο	Giorgio Napolitano
Αϊντάχο	Idaho
Κοιλάδα της Αόστα	Aostadalen
Ουάσινγκτον (πολιτεία)	Washington (delstat)
Κάρλο Ατσέλιο Τσιάμπι	Carlo Azeglio Ciampi
Μπρους Σπρίνγκστιν	Bruce Springsteen
Ραδερφόρντιο	Rutherfordium
Νεβάδα	Nevada
Ντον	Don (flod)
Φραντσέσκο Κοσίγκα	Francesco Cossiga
Ντούμπνιο	Dubnium
Σιμπόργκιο	Seaborgium
Τζοβάνι Λεόνε	Giovanni Leone
Τρεντίνο-Άλτο Άντιτζε	Trentino-Alto Adige
Τζιουζέπε Σάραγκατ	Giuseppe Saragat
Ινδικός Ωκεανός	Indiska oceanen
Βένετο	Veneto
Κόσοβο	Kosovo
Καραϊβική Θάλασσα	Karibiska havet
Μπόριο	Bohrium
Φρίουλι-Βενέτσια Τζούλια	Friuli-Venezia Giulia
Χάσιο	Hassium
Μπαν Κι-μουν	Ban Ki-moon
Κόφι Ανάν	Kofi Annan
Λιγουρία	Ligurien
Μπούτρος Μπούτρος - Γκάλι	Boutros Boutros-Ghali
Μαϊτνέριο	Meitnerium
Κουρτ Βαλντχάιμ	Kurt Waldheim
Κολοράντο	Colorado
Εμίλια-Ρομάνια	Emilia-Romagna
Ου Θαντ	U Thant
Ποταμός Κολοράντο	Coloradofloden
Νταρμστάντιο	Darmstadtium
Νταγκ Χάμαρσκελντ	Dag Hammarskjöld
Φρεντερίκ Σοπέν	Frédéric Chopin
Ρεντγκένιο	Röntgenium
Τοσκάνη	Toscana
Λέοναρντ Κόεν	Leonard Cohen
Κοπερνίκιο	Copernicium
Μάρκε	Marche
Ούμπρια	Umbrien
Λάτιο	Lazio
Δολομίτες	Dolomiterna
Αμπρούτσο	Abruzzo
Απέννινα όρη	Apenninerna
Άλπεις	Alperna
Γιανσενισμός	Jansenism
Καρπάθια Όρη	Karpaterna
Γκρενόμπλ	Grenoble
Μπλεζ Πασκάλ	Blaise Pascal
Ντάμα (παιχνίδι)	Damspel
Ντόρτμουντ	Dortmund
Γάνδη	Gent
Σικάγο	Chicago
The Beatles	The Beatles
Ουνούντριο	Ununtrium
Φλερόβιο	Flerovium
Ουνουνπέντιο	Ununpentium
Λιβερμόριο	Livermorium
Ουνουνσέπτιο	Ununseptium
Ουνουνόκτιο	Ununoktium
Κόμο	Como
Μάαστριχτ	Maastricht
Άρνεμ	Arnhem
Χειμώνας	Vinter
Άνοιξη	Vår
Καλοκαίρι	Sommar
Φθινόπωρο	Höst
Ισημερία	Dagjämning
Σαντάμ Χουσεΐν	Saddam Hussein
Οσάμα μπιν Λάντεν	Usama bin Ladin
Ισπανική γλώσσα	Spanska
Φρίντριχ Χάγιεκ	Friedrich von Hayek
Μοντεβιδέο	Montevideo
Γιόχαν Σεμπάστιαν Μπαχ	Johann Sebastian Bach
Αντόνιο Βιβάλντι	Antonio Vivaldi
Τολιάττι	Toljatti
Πίτσμπεργκ	Pittsburgh
Όπερα	Opera
Φιλαδέλφεια (Πενσυλβάνια)	Philadelphia
Καλκούτα	Calcutta
Opel Astra	Opel Astra
Τσεννάι	Chennai
Δελχί	Delhi
Ντάκα	Dhaka
Μπανγκαλόρ	Bangalore
Δυτική Βεγγάλη	Västbengalen
Αράχνη	Spindlar
Αραχνίδια	Spindeldjur
Αρθρόποδα	Leddjur
Χαϊντεραμπάντ (Ινδία)	Hyderabad
Ισλαμαμπάντ	Islamabad
Τρίπουρα	Tripura
Καρπός	Frukt
Χρήμα	Pengar
Βιρτζίνια	Virginia
Δυτική Βιρτζίνια	West Virginia
Μάττερχορν	Matterhorn
Λίμνη Χιούρον	Huronsjön
Νέα Υόρκη (πολιτεία)	New York (delstat)
Δημήτριο	Cerium
Πρασεοδύμιο	Praseodym
Ρόουντ Άιλαντ	Rhode Island
Νεοδύμιο	Neodym
Έντομα	Insekter
Μέριλαντ	Maryland
Ντέλαγουερ	Delaware
Βλαντιμίρ Λένιν	Vladimir Lenin
Ευρώπιο	Europium
Οχάιο	Ohio
Βιργίλιος	Vergilius
Νικολό Μακιαβέλι	Niccolò Machiavelli
Πενσυλβάνια	Pennsylvania
Πετράρχης	Francesco Petrarca
Βοκάκιος	Giovanni Boccaccio
Λουίτζι Πιραντέλλο	Luigi Pirandello
Οκταβιανός Αύγουστος	Augustus
Microsoft Windows	Microsoft Windows
Τιβέριος Καίσαρας Αύγουστος	Tiberius
Νιου Τζέρσεϊ	New Jersey
Γάιος Καλιγούλας	Caligula
Γιβραλτάρ	Gibraltar
Κλαύδιος	Claudius
Φινλανδική γλώσσα	Finska
Νέρων	Nero
Γάλβας	Galba
Ιντιάνα	Indiana
Μάρκος Σάλβιος Όθων	Otho
Βιτέλλιος	Vitellius
Nokia	Nokia
Βεσπασιανός	Vespasianus
Αυτοκίνητο	Bil
Τίτος	Titus (romersk kejsare)
Γιουβέντους	Juventus FC
Δομιτιανός	Domitianus
Νέρβας	Nerva
Τραϊανός	Trajanus
Ρότζερ Φέντερερ	Roger Federer
Αδριανός	Hadrianus
Τζόρτζια	Georgia
Αντωνίνος Πίος	Antoninus Pius
Μάρκος Αυρήλιος	Marcus Aurelius
KDE	KDE
Λούκιος Βήρος	Lucius Verus
Κόμμοδος	Commodus
Ζάγκρεμπ	Zagreb
Πέρτιναξ	Publius Helvius Pertinax
Ρατζαστάν	Rajasthan
Καμπανία (Ιταλία)	Kampanien
Τέξας	Texas
Δίδιος Ιουλιανός	Didius Julianus
Σεπτίμιος Σεβήρος	Septimius Severus
Μολίζε	Molise
Ταμίλ Ναντού	Tamil Nadu
Καρακάλλας	Caracalla
Απουλία	Apulien
Γένοβα	Genua
Πινατούμπο	Pinatubo
Μπαζιλικάτα	Basilicata
Βόρεια Καρολίνα	North Carolina
Χόκεϊ επί χόρτου	Landhockey
Νότια Καρολίνα	South Carolina
ΟΚ Σαμπντόρια	UC Sampdoria
Καλαβρία	Kalabrien
Σικελία	Sicilien
Μανίλα	Manila
Σαρδηνία	Sardinien
Φερδινάντο Μάρκος	Ferdinand Marcos
Μπενίνιο Ακίνο ο Τρίτος	Benigno Aquino III
Ουνμπιούνιο	Unbiunium
Λίγηρας	Loire
Μαουρίτς Κορνέλις Έσερ	M.C. Escher
Σηκουάνας	Seine
Νόσος του Crohn	Crohns sjukdom
Ελκώδης κολίτιδα	Ulcerös kolit
Μπορντό	Bordeaux
Κορασόν Ακίνο	Corazon Aquino
Μαγιόν	Mayon
Συστηματικός ερυθηματώδης λύκος	Systemisk lupus erythematosus
Μπουένος Άιρες	Buenos Aires
Χάκερ	Hackare
Ρομπέρ Μπραζιγιάκ	Robert Brasillach
Πόλη του Μεξικού	Mexico City
Τόκιο	Tokyo prefektur
Λα Πας	La Paz
Βαρκελώνη	Barcelona
Μισισίπι	Mississippi
Φερδινάνδος Μαγγελάνος	Ferdinand Magellan
Ποταμός Μισσισσιππής	Mississippifloden
Ούταρ Πραντές	Uttar Pradesh
Ουταράχαντ	Uttarakhand
Μιζόραμ	Mizoram
Σικκίμ	Sikkim
Παταγονία	Patagonien
Τενεσί	Tennessee
Ρίχαρντ Βάγκνερ	Richard Wagner
Ρόμπερτ Λούις Στίβενσον	Robert Louis Stevenson
Ναγκπούρ	Nagpur
Τζάνις Τζόπλιν	Janis Joplin
Αμπιτζάν	Abidjan
Άμπου Ντάμπι	Abu Dhabi
Αστανά	Astana
Νέο Μεξικό	New Mexico
Ραμσής Β΄	Ramses II
Αθήνα	Aten
Μινεσότα	Minnesota
Βαγδάτη	Bagdad
Ραμσής Δ΄	Ramses IV
Καράκας	Caracas
Συγχρονισμένος Παγκόσμιος Χρόνος	Koordinerad universell tid
Ουισκόνσιν	Wisconsin
Πούνε	Pune
Μάρκος Τύλλιος Κικέρων	Cicero
ΑΚ Μίλαν	AC Milan
Τόνι Γκαρνιέ	Tony Garnier
Αϊόβα	Iowa
Νεμπράσκα	Nebraska
Πόλη της Γουατεμάλας	Guatemala City
Συμεών	Simeon
Κάνσας	Kansas
Αβάνα	Havanna
Καπνός (φυτό)	Tobak
Χίντι	Hindi
Μαράτι (γλώσσα)	Marathi
Internet Explorer	Internet Explorer
Τσιγάρο	Cigarett
Γκανέσα	Ganesha
Μιζούρι (πολιτεία)	Missouri
Γκέοργκ Ωμ	Georg Ohm
Λουιζιάνα	Louisiana
Λουίτζι Γκαλβάνι	Luigi Galvani
Ναγκαλάντ	Nagaland
Κεντάκι	Kentucky
Alfa Romeo 159	Alfa Romeo 159
Αρκάνσας	Arkansas
Νηλ Άρμστρονγκ	Neil Armstrong
Ούρντου γλώσσα	Urdu
Τσαρλς Λίντμπεργκ	Charles Lindbergh
Εντίθ Πιάφ	Édith Piaf
Όσιγιεκ	Osijek
Έλβας	Elbe
Ριέκα	Rijeka
Οκλαχόμα	Oklahoma
Γιόχαν Μπλέικ	Yohan Blake
Τζάστιν Γκάτλιν	Justin Gatlin
Δούναβης	Donau
Κιράνι Τζέιμς	Kirani James
Πεένε	Peene (flod)
Σπλιτ	Split
Ρουρ	Ruhr (flod)
Ζακ Μπρελ	Jacques Brel
Μοζέλλας (ποταμός)	Mosel
Μάιν	Main
Μοχάμεντ Μο Φάρα	Mo Farah
Νέκαρ	Neckar
Άαρ	Aare
Χάβελ	Havel
Σπρέε	Spree
Φέλιξ Σάντσες	Felix Sánchez
Βόρεια Θάλασσα	Nordsjön
Περιφέρεια Μόσχας	Moskva oblast
Κίελο	Kiel
Σβερίν	Schwerin
Πότσδαμ	Potsdam
Αννόβερο	Hannover
Ντίσελντορφ	Düsseldorf
Μάιντς	Mainz
Βίζμπαντεν	Wiesbaden
Ντουμπρόβνικ	Dubrovnik
Σααρμπρύκεν	Saarbrücken
Μόναχο	München
Περιφέρεια Σαμάρα	Samara oblast
Έρφουρτ	Erfurt
Δρέσδη	Dresden
Μαγδεβούργο	Magdeburg
Πετοσφαίριση	Volleyboll
Ίνσμπρουκ	Innsbruck
Μπρέγκεντζ	Bregenz
Μουτάζ Εσά Μπαρσίμ	Mutaz Essa Barshim
Uchiha Sasuke	Sasuke Uchiha
Βιέννη	Wien
Ρενό Λαβιλενί	Renaud Lavillenie
Μαντόνα	Madonna (artist)
Κοπεγχάγη	Köpenhamn
Περιφέρεια Καλίνινγκραντ	Kaliningrad oblast
Μακρίνος	Macrinus
Στοκχόλμη	Stockholm
Ελσίνκι	Helsingfors
Περιφέρεια Μούρμανσκ	Murmansk oblast
Δουβλίνο	Dublin
Ηλιογάβαλος	Heliogabalus
Μούρμανσκ	Murmansk
Ρέικιαβικ	Reykjavik
Ρόμπερτ Χάρτινγκ	Robert Harting
Hatake Kakashi	Kakashi Hatake
Έλλα Φιτζέραλντ	Ella Fitzgerald
Αλέξανδρος Σεβήρος	Alexander Severus
Ταλίν	Tallinn
Ρίγα	Riga
Ζανζιβάρη	Zanzibar
Μαξιμίνος Θραξ	Maximinus Thrax
Λούις Άρμστρονγκ	Louis Armstrong
Μπρατισλάβα	Bratislava
Βουδαπέστη	Budapest
Γορδιανός Α΄	Gordianus I
Κόζι Μουροφούσι	Koji Murofushi
Σαρλ Αζναβούρ	Charles Aznavour
Άστον Ήτον	Ashton Eaton
Γκντανσκ	Gdańsk
Φραγκφούρτη	Frankfurt am Main
Πουπιένος	Pupienus
Βρότσλαβ	Wrocław
Κοτσί	Kochi, Kerala
Λανθάνιο	Lantan
Γορδιανός Β΄	Gordianus II
Βαλβίνος	Balbinus
Προμήθειο	Prometium
Αστρονομική μονάδα	Astronomisk enhet
Γορδιανός Γ΄	Gordianus III
Σαιν-Τροπέ	Saint-Tropez
Φίλιππος ο Άραβας	Filip Araben
Σαμάριο	Samarium
Καλίνινγκραντ	Kaliningrad
Δέκιος	Decius
Γαδολίνιο	Gadolinium
Death Note	Death Note
Ζινεντίν Ζιντάν	Zinedine Zidane
Τέρβιο	Terbium
Λουξεμβούργο (πόλη)	Luxemburg (stad)
Δυσπρόσιο	Dysprosium
Βαντούζ	Vaduz
Αγία Γραφή	Bibeln
Όλμιο	Holmium
Άγιος Μαρίνος (πόλη)	San Marino (stad)
Έρβιο	Erbium
Πνομ Πεν	Phnom Penh
Αρχάγγελσκ	Archangelsk
Αστρονομία ακτίνων Χ	Röntgenastronomi
Θούλιο	Tulium
Χο Τσι Μιν (πόλη)	Ho Chi Minh-staden
Υττέρβιο	Ytterbium
Λουτήτιο	Lutetium
Ανόι	Hanoi
Αληθινή Εκκλησία του Ιησού	The True Jesus Church
Αγγλική γλώσσα	Engelska
Μπανγκόκ	Bangkok
Ανδόρρα λα Βέλια	Andorra la Vella
Κουάλα Λουμπούρ	Kuala Lumpur
Ταϊπέι	Taipei
Αμερίκιο	Americium
Οδησσός	Odessa
Περιφέρεια Αρχάγγελσκ	Archangelsk oblast
Κιούριο	Curium
Ντονγκ Χόι	Dong Hoi
Κονσεπσιόν	Concepción, Chile
Μπερκέλιο	Berkelium
Αταλάντα ΜΚ	Atalanta BC
Καλιφόρνιο	Californium
Διπλωματικές σχέσεις	Diplomati
Μπολόνια	Bologna
Αϊνσταΐνιο	Einsteinium
Μπολόνια ΦΚ 1909	Bologna FC 1909
Πετροζαβόντσκ	Petrozavodsk
Φέρμιο	Fermium
Κάλιαρι	Cagliari
Μεντελέβιο	Mendelevium
Κίεβο	Kiev
Κάλιαρι Κάλτσιο	Cagliari Calcio
Νομπέλιο	Nobelium
Κατάνια	Catania
Οντάριο	Ontario
Λωρένσιο	Lawrencium
Καζέρτα	Caserta
Ουγκό Λορίς	Hugo Lloris
Ματιέ Ντεμπυσί	Mathieu Debuchy
Γιοάν Καμπάιγ	Yohan Cabaye
Ολιβιέ Ζιρού	Olivier Giroud
Καρίμ Μπενζεμά	Karim Benzema
Δημοκρατία της Καρελίας	Karelska republiken
Λοράν Κοσιελνί	Laurent Koscielny
Πατρίς Εβρά	Patrice Evra
Φρανκ Ριμπερί	Franck Ribéry
Ματιέ Βαλμπουενά	Mathieu Valbuena
Σαμίρ Νασρί	Samir Nasri
Ζερεμί Μενέζ	Jérémy Ménez
Στεβ Μανταντά	Steve Mandanda
Χατέμ Μπεν Αρφά	Hatem Ben Arfa
Οττάβα	Ottawa
Σίντνεϊ Γκοβού	Sidney Govou
Ερίκ Αμπιντάλ	Éric Abidal
Τζιμπρίλ Σισέ	Djibril Cissé
Νικολά Ανελκά	Nicolas Anelka
Αντρέ-Πιερ Ζινιάκ	André-Pierre Gignac
Δορυφόροι του Δία	Jupiters naturliga satelliter
Τζούμπα	Juba
Μανιτόμπα	Manitoba
Αλμπέρτα	Alberta
Νέα Σκωτία	Nova Scotia
Γερεβάν	Jerevan
Κονσκοβόλα	Końskowola
Νταρ ες Σαλάμ	Dar es-Salaam
Χαρτούμ	Khartoum
Νιου Μπράνσγουικ	New Brunswick
Φόρμουλα 1	Formel 1
Δορυφόροι του Κρόνου	Saturnus naturliga satelliter
Βρετανική Κολομβία	British Columbia
Νήσος του Πρίγκηπα Εδουάρδου	Prince Edward Island
Σταντ ντε Ζερλάν	Stade de Gerland
2000	2000
2003	2003
2002	2002
2001	2001
Σασκάτσουαν	Saskatchewan
2012	2012
Κισιμότο Μασάσι	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Διοξείδιο του άνθρακα	Koldioxid
2013	2013
2014	2014
2015	2015
Νέα Γη και Λαμπραντόρ	Newfoundland och Labrador
2008	2008
JavaScript	Javascript
Βορειοδυτικά Εδάφη	Northwest Territories
Γιούκον	Yukon
2004	2004
Περιφέρεια Βόλογκντα	Vologda oblast
Κάλτσιο Κατάνια	Calcio Catania
2005	2005
Dragon Ball	Dragon Ball
2006	2006
Τσέζαρε Παβέζε	Cesare Pavese
Νούναβουτ	Nunavut
2007	2007
Μονοξείδιο του άνθρακα	Kolmonoxid
Linux Mint	Linux Mint
Βερόνα	Verona
Ικαλούιτ	Iqaluit
1900	1900
1901	1901
Κιέβο Βερόνα	AC ChievoVerona
Φρανσουά Μιτεράν	François Mitterrand
Τίτος Λίβιος	Titus Livius
Σαρλ ντε Γκωλ	Charles de Gaulle
1902	1902
Φλωρεντία	Florens
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
Φιορεντίνα	ACF Fiorentina
HTML5	HTML5
Σενέκας ο Νεότερος	Seneca den yngre
1908	1908
1909	1909
Γουάιτχορς	Whitehorse
1992	1992
Γέλοουναϊφ	Yellowknife
1991	1991
1990	1990
1993	1993
Έσσεν	Essen
1994	1994
1995	1995
Χουάν Μανουέλ Φάντζιο	Juan Manuel Fangio
1996	1996
Δημοκρατία των Κόμι	Komi (delrepublik)
Τζένοα	Genoa CFC
1910	1910
1911	1911
1912	1912
Λειψία	Leipzig
1913	1913
Άγιος Ιωάννης Νέας Γης	St. John's, Newfoundland och Labrador
1914	1914
1915	1915
Αλμπέρτο Ασκάρι	Alberto Ascari
1916	1916
1997	1997
1998	1998
Νυρεμβέργη	Nürnberg
1999	1999
1917	1917
1918	1918
Τροφή	Mat
Έντμοντον	Edmonton
Μαρτιάλης	Martialis
Ντούισμπουργκ	Duisburg
Φίδι	Ormar
Μπόχουμ	Bochum
Ζακ Σιράκ	Jacques Chirac
Βούπερταλ	Wuppertal
Ταχύτητα του φωτός	Ljusets hastighet
