ਅਫ਼ਰੀਕਾ	Afrika
ਸਮਾਜਵਾਦੀ ਯਥਾਰਥਵਾਦ	Socialistisk realism
ਅਮ ਦਰਮਾਨ	Omdurman
ਆਦਿ ਸ਼ੰਕਰਾਚਾਰੀਆ	Adi Shankara
ਜੇਨ ਐਡਮਜ਼	Jane Addams
ਪ੍ਰਤੀ ਹਜ਼ਾਰ	Promille
ਲਿਟਲ ਬੁਆਏ	Little Boy
ਮੋਲਦੋਵੀ ਲਿਊ	Moldavisk leu
ਵੀਗਨਿਜ਼ਮ	Veganism
ਦਵੰਦਾਤਮਕ ਪਦਾਰਥਵਾਦ	Materialistisk dialektik
ਛੋਟੀ ਈ (ਸਿਰਿਲਿਕ)	Й
ਐਰ (ਸਿਰਿਲਿਕ)	Р
ਡਾਰਲਿੰਗ ਦਰਿਆ	Darling (flod)
ਗੁਲੀਵਰਸ ਟਰੈਵਲਜ਼	Gullivers resor
ਕਾਓਸੀਅੰਗ	Kaohsiung
ਕਿੰਗ ਲੀਅਰ	Kung Lear
ਵਾਸ਼ਿੰਗਟਨ ਇਰਵਿੰਗ	Washington Irving
ਜਾਰਜ ਰ. ਰ. ਮਾਰਟਿਨ	George R.R. Martin
ਕਾਰਬੋਨੇਟ	Karbonat
ਘਟਨਾ ਖਤਿਜ	Händelsehorisont
ਦਬਾਅ (ਭਾਸ਼ਾ ਵਿਗਿਆਨ)	Betoning
ਕੋਲਾਇਡ	Kolloid
ਫ਼ੰਡੀ ਦੀ ਖਾੜੀ	Fundybukten
ਨਾਗਰਿਕ ਸਮਾਜ	Civilsamhället
ਰਾਣੀ ਲਕਸ਼ਮੀਬਾਈ	Rani Lakshmibai
ਚੌਧਰ	Hegemoni
ਕੁਮਾਸੀ	Kumasi
ਕਮਿਊਨਿਜਮ-ਵਿਰੋਧ	Antikommunism
ਮਹਾਂਨਗਰੀ ਇਲਾਕਾ ਜਾਲ	Metropolitan Area Network
ਸਮਾਂ ਸਫ਼ਰ	Tidsresa
ਜਨੇਊ ਰੋਗ	Bältros
ਬੇਨਿਸਤਾਰਾਵਾਦ	Irredentism
ਸ਼ਚਾ (ਸਿਰਿਲਿਕ)	Щ
ਏਸ਼ੀਆਈ ਸ਼ੇਰ	Asiatiskt lejon
ਪੁੱਤਰਜੈ	Putrajaya
ਤੇ (ਸਿਰਿਲਿਕ)	Т
ਸਰੇ ਪੋਲ	Sar-e Pol (provins)
ਪਕਤੀਆ	Paktia (provins)
ਰਸਾਇਣਕ ਸਮੀਕਰਨ	Reaktionsformel
ਅਲੰਕਾਰ (ਸਾਹਿਤ)	Stilfigur
ਜਲਪਰੀ	Sjöjungfru
ਸ਼ਰਲੀ ਟੈਂਪਲ	Shirley Temple
ਤਾਇਫ਼	Taif
ਖ਼ਵਾਰਜ਼ਮ	Khwarezm
ਹਾਰਪਰ ਲੀ	Harper Lee
ਤੁਰਕਾਨਾ ਝੀਲ	Turkanasjön
ਬਰਾਮਦ	Export
ਕਨਮਿੰਗ	Kunming
ਅਣਵੀ ਭਾਰ	Molekylmassa
ਸਨ ਮਾਮੇਸ ਸਟੇਡੀਅਮ (੨੦੧੩)	Estadio San Mamés
ਮਾਰੀਓ ਪੁਝੋ	Mario Puzo
ਖਿੰਡਾਅ (ਪ੍ਰਕਾਸ਼)	Dispersion
ਜੀ ਵੀ ਪਲੈਖ਼ਾਨੋਵ	Georgij Plechanov
ਫਲੋਰੀਸੈਂਟ ਲੈਂਪ	Lysrör
ਜੇਨ ਆਇਰ	Jane Eyre
ਕਾਨੋ	Kano
ਸਮੰਗਾਨ ਸੂਬਾ	Samangan (provins)
ਉਰੁਜ਼ਗਾਨ ਸੂਬਾ	Oruzgan (provins)
ਜੁਜ਼ਜਾਨ ਸੂਬ	Jowzjan (provins)
ਵਾਰਦਾਕ	Wardak (provins)
ਮਰੀ ਦਰਿਆ	Murray (flod)
ਰਾਮਕ੍ਰਿਸ਼ਨ ਪਰਮਹੰਸ	Ramakrishna
ਬਰਦਰਜ਼ ਕਾਰਾਮਾਜੋਵ	Bröderna Karamazov
ਸੈਮੂਅਲ ਜਾਨਸਨ	Samuel Johnson
ਇਬਾਦਾਨ	Ibadan
ਜਲਾਲਾਬਾਦ (ਅਫਗਾਨਿਸਤਾਨ)	Jalalabad
ਖ਼ੈਬਰ ਪਖ਼ਤੁਨਖ਼ਵਾ	Khyber Pakhtunkhwa
ਤਾਨਾਸ਼ਾਹ	Diktator
ਕਾਲਾ ਹਿਰਨ	Besoarantilop
ਵਸਿਲੀ ਜ਼ਾਇਤਸੇਵ	Vasilij Zajtsev
ਮੰਗੋਲੀਆਈ ਤੋਗਰੋਗ	Tögrög
ਬੈਲਿੰਗਜ਼ਹਾਊਸਨ ਸਮੁੰਦਰ	Bellingshausenhavet
ਲਾਨਜ਼ੂ	Lanzhou
ਪ੍ਰਾਵਦਾ	Pravda
ਵਿਸ਼ਵ ਜਲ ਦਿਵਸ	Internationella vattendagen
ਦ ਕੈਚਰ ਇਨ ਦ ਰਾਈ	Räddaren i nöden
ਓਮ	Aum
ਲੂਈ ਅਲਥੂਜ਼ਰ	Louis Althusser
ਲਾਬਰਾਡੋਰ ਸਮੁੰਦਰ	Labradorhavet
ਸੁਰਖੀ	Läppstift
ਸਭ ਤੋਂ ਚਮਕਦਾਰ ਤਾਰਿਆਂ ਦੀ ਸੂਚੀ	Lista över de ljusaste stjärnorna
ਜੀਲ ਦੇਲੂਜ਼	Gilles Deleuze
ਸ਼ਾਹ	Shah
ਮੋਹਾਵੇ ਮਾਰੂਥਲ	Mojaveöknen
ਪੰਪਾਸ	Pampas
ਆਇਤਉਲਾ	Ayatolla
ਅਜੰਤਾ ਗੁਫਾਵਾਂ	Ajantagrottorna
ਕੋਸ਼ਕਾਰੀ	Lexikografi
ਸੋਫੀਆ ਕੋਵਾਲਸਕਾਇਆ	Sofia Kovalevskaja
ਸਰਗੇਈ ਬੁਬਕਾ	Sergej Bubka
ਨਿਰੋਲ ਬਾਦਸ਼ਾਹੀ	Absolut monarki
ਜ਼ਹਿਰੀਲਾ ਮਾਦਾ	Toxin
ਸੂਚਨਾ-ਸਮਾਜ	Informationssamhälle
ਮੈਟਾਮੌਰਫਸਿਸ (ਮਹਾਂਕਾਵਿ)	Metamorfoser
ਸਲਾਵੋਏ ਜੀਜੇਕ	Slavoj Žižek
ਨਾਜ਼ਿਮ ਹਿਕਮਤ	Nazım Hikmet
ਪਾਸ਼ਾ	Pascha
ਇੰਟਰਨੈੱਟ ਰੇਡੀਓ	Webbradio
ਪਨੀਰ ਦਾ ਪਾਣੀ	Vassle
ਬ੍ਰਾਹਮੀ ਲਿਪੀ	Brahmi
ਅਬਜਦ	Abjad
ਫ਼ਲੋਅਮ	Floem
ਮਹਾਨ ਤਾਕਤ	Stormakt
ਓ.ਜੇ.ਸੇ. ਨੀਸ	OGC Nice
ਸ਼ੇਖ਼	Schejk
ਦਾਈ	Barnmorska
ਮਾਲੋਕਾ ਸਾਗਰ	Molucksjön
ਮਿਖਾਇਲ ਬਾਖ਼ਤਿਨ	Michail Bachtin
ਵੋਟ ਦਾ ਹੱਕ	Rösträtt
ਲਗਮਾਨ	Laghman (provins)
ਮੁਲਤਾਨ	Multan
ਕੋਇਟਾ	Quetta
ਹੜੱਪਾ	Harappa
ਪਕਤੀਕਾ	Paktika (provins)
ਰੂੜੀ	Naturgödsel
ਲੋਕ ਭਲਾਈ	Filantropi
ਅਰਜੁਨ	Arjuna
ਇਸਾਕ ਆਲਬੇਨੀਸ	Isaac Albéniz
ਮੁਫ਼ਤੀ	Mufti
ਅਯੋਧਿਆ	Ayodhya
ਹਰਾ ਇਨਕਲਾਬ	Den gröna revolutionen
ਰੂਸ ਦੀ ਜ਼ਾਰਸ਼ਾਹੀ	Tsarryssland
ਗੰਗਟੋਕ	Gangtok
ਕੂਫ਼ਾ	Kufa
ਯੁ (ਸਿਰਿਲਿਕ)	Ю
ਸਜ਼ਾ	Straff
ਤਖਾਰ ਸੂਬਾ	Takhar (provins)
ਵਾਈਟ ਹਾਰਟ ਲੇਨ	White Hart Lane
ਜੇਮਜ ਵੈੱਬ ਖਗੋਲੀ ਦੂਰਬੀਨ	James Webb-teleskopet
ਅਲਮਾਟੀ ਸੂਬਾ	Almaty (provins)
ਹਾਚੀਕੋ	Hachikō
ਪਰਜੀਵੀਪੁਣਾ	Parasitism
ਸਕੈਂਡੀਨੇਵੀਆਈ ਪਹਾੜ	Skanderna
ਅੰਗਰੇਜ਼ੀ ਸਾਹਿਤ	Litteratur på engelska
ਪਾਕਿਸਤਾਨ ਪੀਪਲਜ਼ ਪਾਰਟੀ	Pakistans folkparti
ਤਜਰਬਾ ਪੱਤਰੀ	Curriculum vitae
ਨਿਕੋਲਾਈ ਬੁਖਾਰਿਨ	Nikolaj Bucharin
ਕਚਿਆਣ	Illamående
ਇਬੂਪ੍ਰੋਫ਼ੇਨ	Ibuprofen
ਖੁਣਾਈ	Etsning (konst)
ਬਾਬਾ ਯਾਗਾ	Baba-Jaga
ਅਭਿਸ਼ੇਕ ਬੱਚਨ	Abhishek Bachchan
﻿ਮੇਫ਼ਲਾਵਰ	Mayflower
ਆਂਤੋਨਾਂ ਆਰਤੋ	Antonin Artaud
ਤੱਟੀ ਝੀਲ	Lagun
ਆਬਰਡੀਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Aberdeen FC
ਜੂਜ਼ੈੱਪੇ ਮਾਤਸੀਨੀ	Giuseppe Mazzini
ਤਿਤਲੀ ਪ੍ਰਭਾਵ	Fjärilseffekten
ਸਾਮਾਜਕ ਵਰਗ	Samhällsklass
ਲੂਬੁਮਬਾਸ਼ੀ	Lubumbashi
ਕੁਤਬ ਮੀਨਾਰ	Qutab Minar
ਅਰਸ਼ੀ ਮੱਧ ਰੇਖਾ	Himmelsekvator
ਮਹਾਨ ਦਹਿਸ਼ਤ	Stora utrensningen
ਅਬੂ ਧਾਬੀ (ਇਮਰਾਤ)	Abu Dhabi (emirat)
ਟਰੇਸੀ ਚੈਪਮੈਨ	Tracy Chapman
ਫਿਨੌਲਪਥਾਲੀਨ	Fenolftalein
ਮਾਰ ਖੋਰ	Skruvhornsget
ਵਾਕੰਸ਼	Fras (grammatik)
ਲੂਣੀ ਝੀਲ	Saltsjö
ਜੁਲੀਅਨ ਰਿਓਸ	Julian Andretti
ਕੁਨੜ ਸੂਬਾ	Konar (provins)
ਪਰਵਾਨ	Parvan (provins)
ਫੈਟ ਮੈਨ	Fat Man
ਪਾਕਿਸਤਾਨੀ ਰੁਪਈਆ	Pakistansk rupie
ਟਾਟਾ ਮੋਟਰਜ਼	Tata Motors
ਚੰਦਰਗੁਪਤ ਮੋਰੀਆ	Chandragupta Maurya
ਤੱਥ	Faktum
ਪੁਰਾਣ	Puranas
ਇਰਾਨੀ ਰਿਆਲ	Iransk rial
ਹਨੂਮਾਨ	Hanuman
ਲੂਕਾਨਸ	Marcus Annæus Lucanus
ਜਪਾਨੀ ਸਾਮਰਾਜ	Japanska imperiet
ਨੌਨ ਸਟੀਰੌਇਡਲ ਐਂਟੀ ਇਨਫ਼ਲਾਮੇਟਰੀ ਦਵਾਈਆਂ	Non Steroidal Anti-inflammatory Drugs
ਯਾ (ਸਿਰਿਲਿਕ)	Я
ਅਪ੍ਰਤੱਖ ਲੋਕਰਾਜ	Representativ demokrati
ਡੇਵਿਡ ਸ਼ਵੀਮਰ	David Schwimmer
ਸ਼ਾਰਜਾ (ਇਮਰਾਤ)	Sharjah
ਕਾਉਂਟਰ ਕਲਚਰ	Motkultur
ਕਾਲਜ	College
ਪ੍ਰਾਚੀਨ ਯੂਨਾਨੀ ਥੀਏਟਰ	Antikt grekiskt drama
ਈ ਐਮ ਫੋਰਸਟਰ	E.M. Forster
ਡੇਵਿਸ ਪਣਜੋੜ	Davis sund
ਮਹਿਮੂਦ ਗਜ਼ਨਵੀ	Mahmud av Ghazni
ਬੇਰਾਤ ਕਾਉਂਟੀ	Beratprefekturen
ਟਵਾਈਲਾਈਟ (ਨਾਵਲ)	Om jag kunde drömma
ਦਮੀਆਤ	Damietta
ਫਿਸਤੁਲਾ	Fistel
ਦ ਜੰਗਲ ਬੁੱਕ	Djungelboken
ਖ਼ੁਰਾਕੀ ਤੱਤ	Mineraler (kost)
ਇਲੋਰਾ ਗੁਫਾਵਾਂ	Elloragrottorna
ਹੁਮਾਯੂੰ ਦਾ ਮਕਬਰਾ	Humajuns grav
ਇਵਾਨ ਗੋਂਚਾਰੇਵ	Ivan Gontjarov
ਪਾਣਿਨੀ	Panini (vetenskapsman)
ਇਸਲਾਮੀਅਤ	Islamism
ਡੇਵਿਡ ਕਾਪਰਫੀਲਡ (ਨਾਵਲ)	David Copperfield (roman)
ਸਾਲਸਾ (ਨਾਚ)	Salsa (dans)
ਆਰਥਿਕ ਵਾਧਾ	Ekonomisk tillväxt
ਵਿਲੀਅਮ ਰਾਂਡਾਲ ਕ੍ਰੇਮਰ	Randal Cremer
ਇਮਰਾਤ	Emirat
ਸੁਪਰ-ਉੱਚ ਵਾਰਵਾਰਤਾ	SHF (frekvensband)
ਇਨੂਇਤ	Inuiter
ਇਤਿਹਾਸਕ ਪਦਾਰਥਵਾਦ	Historisk materialism
ਤਕਨੀਕੀਰਾਜ	Teknokrati (styrelseskick)
ਫ਼ਾਈਟ ਕਲੱਬ	Fight Club
ਅਯੂਬ ਖਾਨ	Mohammad Ayub Khan
ਹਾਰਰ	Harar, Etiopien
ਇਸਕਾਨ	Hare Krishna
ਰੇਚਲ ਮਿਕੈਡਮਸ	Rachel McAdams
ਬੌਣੀ ਆਕਾਸ਼ਗੰਗਾ	Dvärggalax
ਅਮਰਵੇਲ	Snärjor
ਨਵਬਸਤੀਵਾਦ	Nykolonialism
ਦਾਰਫ਼ੂਰ ਦੀ ਜੰਗ	Darfurkonflikten
ਝੂਠ ਫੜਨ ਵਾਲੀ ਮਸ਼ੀਨ	Lögndetektor
ਤੁਰਕੀ ਦਾ ਇਤਿਹਾਸ	Turkiets historia
ਹੈਨਰੀ ਲਾ ਫ਼ੌਂਟੇਨ	Henri La Fontaine
ਸਿੰਘਾਪੁਰੀ ਡਾਲਰ	Singaporiansk dollar
ਊਦ	Oud
ਫ਼੍ਰੈਡ੍ਰਿਕ ਬਾਜਰ	Fredrik Bajer
ਅੰਗੂਰ	Vinsläktet
ਦੱਖਣੀ ਅਫ਼ਰੀਕਾ ਦੇ ਸੂਬੇ	Sydafrikas provinser
ਜੀਕਾਬਪਿਲਸ	Jēkabpils
ਫ਼ਲੂਜਾ	Al-Falluja
ਏ. ਜ਼ੈਡ. ਅਲਕਮਾਰ	AZ Alkmaar
ਦ ਸਟੈਨਿਕ ਵਰਸਿਜ਼	Satansverserna
ਗੋਦਾਵਰੀ ਦਰਿਆ	Godavari
ਸੁਰ (ਭਾਸ਼ਾ ਵਿਗਿਆਨ)	Ordton
ਖ਼ੈਬਰ ਦੱਰਾ	Khyberpasset
ਸ਼ੇਖ਼ ਮੁਜੀਬੁਰ ਰਹਿਮਾਨ	Mujibur Rahman
ਪਿਟਜ਼ਬਰਗ ਸਟੀਲਰਜ਼	Pittsburgh Steelers
ਓਰਨੀਥਿਸਕੀਆ	Fågelhöftade dinosaurier
ਮੈਲੋਡਰਾਮਾ	Melodram
ਕੋਰਸੇ ਜ਼ਿਲਾ	Korçë distrikt
ਨਿਊ ਮੂਨ (ਨਾਵਲ)	När jag hör din röst
ਅਲੌਹ ਅਇਸਕ	Järnmalm
ਕੈਂਟਰਬਰੀ ਕਹਾਣੀਆਂ	Canterburysägner
ਕੂੰਜ	Jungfrutrana
ਨਬਜ਼	Puls
ਖਮੇਰ ਰੂਜ	Röda khmererna
ਸੇਂਟ ਜੇਮਜ਼ ਪਾਰਕ	Saint James' Park
ਬੁਲਕੀਜ ਜ਼ਿਲਾ	Bulqizë distrikt
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਫੁਟਬਾਲ - ਪੁਰਸ਼	Fotboll vid olympiska sommarspelen 2008
ਬ੍ਰੇਵ ਨਿਊ ਵਰਲਡ	Du sköna nya värld
ਨੌਂਤ ਫੁੱਟਬਾਲ ਕਲੱਬ	FC Nantes
ਜਾਦੂਈ ਵਰਗ	Magisk kvadrat
ਵੀਅਤਨਾਮੀ ਦੋਙ	Dong (valuta)
ਪੀਟਰ ਹਿਗਜ਼	Peter Higgs
ਡਿਬਰ ਜ਼ਿਲਾ	Dibër distrikt
ਦੇਵੋਲ ਜ਼ਿਲਾ	Devoll distrikt
ਧੁੰਦ	Dis
ਆਈਸੀਸੀ ਕ੍ਰਿਕਟ ਵਿਸ਼ਵ ਕੱਪ	Världsmästerskapet i cricket för herrar
ਸ਼੍ਰੀ ਅਰਬਿੰਦੋ	Aurobindo
ਗੁਈਯਾਂਗ	Guiyang
ਹਾਈਡਰਾ	Hydra (djur)
ਨਿਕੋਲਾਈ ਚੇਰਨੀਸ਼ੇਵਸਕੀ	Nikolaj Tjernysjevskij
ਆਈ ਹੈਵ ਏ ਡਰੀਮ	I Have a Dream
ਬੇਨੇਦਿਤੋ ਕਰੋਚੇ	Benedetto Croce
ਤਾਇਪਿੰਙ ਬਗ਼ਾਵਤ	Taipingupproret
ਵੋਲਟਾ ਦਰਿਆ	Volta (flod)
ਧਤੂਰਾ	Spikklubbesläktet
ਆਨਦਰੇਸ ਸੇਗੋਵੀਆ	Andrés Segovia
ਹਿਬਰਨੀਅਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Hibernian FC
ਕਲਾਸ ਪੌਂਟਸ ਆਰਨਲਡਸਨ	Klas Pontus Arnoldson
ਹੂਤੂ	Hutuer
ਪ੍ਰੋਮੀਥੀਅਸ (2012 ਫਿਲਮ)	Prometheus (film)
ਹਿੰਦ-ਚੀਨੀ ਟਾਈਗਰ	Indokinesisk tiger
ਕਾਜ਼ੀਰੰਗਾ ਕੌਮੀ ਪਾਰਕ	Kaziranga nationalpark
ਅਮਰੀਕੀ ਇਨਕਲਾਬ	Amerikanska revolutionen
ਗੌਥਿਕ ਗਲਪ	Gotisk fiktion
ਸ਼ਰਲੌਕ (ਟੀਵੀ ਲੜੀਵਾਰ)	Sherlock (TV-serie)
ਡੂਰੇਸ ਕਾਉਂਟੀ	Durrës prefektur
ਡਿਬਰ ਕਾਉਂਟੀ	Dibër prefektur
ਨਾਦਰ ਸ਼ਾਹ	Nadir Shah
ਡਨਡੀ ਯੁਨਾਈਟਡ ਫੁੱਟਬਾਲ ਕਲੱਬ	Dundee United FC
ਵਿਸਾਰੀਓਨ ਬੇਲਿੰਸਕੀ	Vissarion Belinskij
ਜਮ ਮੀਨਾਰ	Minareten och fornlämningarna i Jam
ਤੁਤਸੀ	Tutsier
ਇਰਾਕੀ ਦਿਨਾਰ	Irakisk dinar
ਕੁਵੈਤੀ ਦਿਨਾਰ	Kuwaitisk dinar
ਖ਼ਾਲਿਦ ਹੁਸੈਨੀ	Khaled Hosseini
ਬੁਣਾਈ	Stickning
ਜਾਵਾ ਪਲੇਟਫਾਰਮ, ਐਂਟਰਪ੍ਰਾਈਜ਼ ਐਡੀਸ਼ਨ	J2EE
ਜੌਂ-ਫ਼ਰਾਂਸੁਆ ਲਿਓਤਾਰ	Jean-François Lyotard
ਰੂਹ	Ande
ਜਾਵਾ ਵਰਚੁਅਲ ਮਸ਼ੀਨ	Java Virtual Machine
ਖਗੋਲੀ ਧੂਲ	Rymdstoft
ਮਾਦਾਮ ਬੋਵਾਰੀ	Madame Bovary
ਪਾਰਕ ਦੇ ਪ੍ਰਿੰਸ	Parc des Princes
ਮੈਤਰਿਆ	Maitreya
ਸਾਵੂ ਸਾਗਰ	Savusjön
ਕ੍ਰਿਸ਼ਨਾ ਦਰਿਆ	Krishnafloden
ਜ਼ਮੀਰ	Samvete
ਟੀ ਸੈੱਲ	T-cell
ਕਾਰਲ ਸੈਂਡਬਰਗ	Carl Sandburg
ਫ੍ਰਾਂਜ਼ ਫੈਨਨ	Frantz Fanon
ਇੰਡੀਆਨਾਪੋਲਿਸ ਕੋਲਟਜ਼	Indianapolis Colts
ਹਾਇਰੋਗਲਿਫ਼ (ਗੂੜ੍ਹ-ਅੱਖਰ)	Hieroglyfer
ਬੈਨ ਜਾਨਸਨ	Ben Jonson
ਫਰੀਦਉੱਦੀਨ ਅੱਤਾਰ	Farid ad-din Attar
ਕਾਕਪਿੱਟ	Förarkabin
ਸ਼ਕੋਦਰ ਜ਼ਿਲਾ	Shkodër distrikt
ਕੋਲੋਂਜੇ ਜ਼ਿਲਾ	Kolonjë distrikt
ਕਾਵਾਜੇ ਜ਼ਿਲਾ	Kavajë distrikt
ਲੇਝੇ ਜ਼ਿਲਾ	Lezhë distrikt
ਵੱਖਵਾਦ	Separatism
ਸੱਤਿਆਗ੍ਰਹਿ	Satyagraha
ਗੈਟ	General Agreement on Tariffs and Trade
ਸੁੱਕੀ ਬਰਫ਼	Torris
ਬਹਾਮਾਸੀ ਡਾਲਰ	Bahamansk dollar
ਬਾਰਬਾਡੋਸੀ ਡਾਲਰ	Barbadisk dollar
ਸਕਰਾਪਰ ਜ਼ਿਲਾ	Skrapar distrikt
ਕਾਰਾ ਪਣਜੋੜ	Karasundet
ਬੰਗਲਾਦੇਸ਼ੀ ਟਕਾ	Taka
ਰੈਚਲ ਕੋਰੀ	Rachel Corrie
ਅਹਿਮਦ ਜ਼ਾਹਿਰ	Ahmad Zahir
ਸਈਅਦ ਅਹਿਮਦ ਖ਼ਾਨ	Ahmad Khan Sayyid
ਡਾ. ਰਾਜੇਂਦਰ ਪ੍ਰਸਾਦ	Rajendra Prasad
ਜ਼ੀਬੋ	Zibo
ਮਿਸਰੀ ਪਾਊਂਡ	Egyptiskt pund
ਅਫ਼ਗ਼ਾਨ ਅਫ਼ਗ਼ਾਨੀ	Afghani
ਸੋਲੋਮਨ ਸਾਗਰ	Salomonsjön
ਦੇਹਰਾਦੂਨ	Dehradun
ਅਰਜਨਟੀਨੀ ਪੇਸੋ	Argentinsk peso
ਗੁਹਾਟੀ	Guwahati
ਆਦੇਮਾਰ ਦਾ ਸਿਲਵਾ	Adhemar Ferreira da Silva
ਵਿਸ਼ਵ ਵਾਤਾਵਰਣ ਦਿਵਸ	Världsmiljödagen
ਚਾਨਕਲੇ	Çanakkale
ਇੰਜ ਜ਼ਾਰਥੁਸਤਰਾ ਬੋਲਿਆ	Så talade Zarathustra
ਸਾਊਦੀ ਰਿਆਲ	Saudiarabisk rial
ਤਾਜਿਕਿਸਤਾਨੀ ਸੋਮੋਨੀ	Somoni
ਕਰਬਲਾ	Karbala
ਜੋਧਪੁਰ	Jodhpur
ਹੈਮਿਲਟਨ, ਨਿਊਜ਼ੀਲੈਂਡ	Hamilton, Nya Zeeland
ਅਜਮੇਰ	Ajmer
ਚਿਲੀਆਈ ਪੇਸੋ	Chilensk peso
ਲਾਓ ਕਿਪ	Kip
ਉੱਜੈਨ	Ujjain
ਲੁਧਿਆਣਾ	Ludhiana
ਵਾਇਓਤ ਜੋਰ ਸੂਬਾ	Vajots Dzor
ਅਜ਼ਾਦ ਕਸ਼ਮੀਰ	Azad Kashmir
ਮੇਰਠ	Meerut
ਮਹਾਂਨਗਰ	Metropolregion
ਪਾਰਸੀ	Parsism
ਸੰਯੁਕਤ ਅਰਬ ਇਮਰਾਤੀ ਦਿਰਹਾਮ	Emiratisk dirham
ਦੁਨੀਆ ਦਾ ਇਤਿਹਾਸ	Världens historia
ਅੰਗੋਲਨ ਕਵਾਂਜ਼ਾ	Kwanza
ਉਦੈਪੁਰ	Udaipur
ਲੋਰੀ ਪ੍ਰਾਂਤ	Lorri
ਰੋਝ	Nilgau
ਪੁਰਤਗਾਲੀ ਸਾਮਰਾਜ	Portugisiska imperiet
ਈਸ਼ਨਿੰਦਾ	Hädelse
ਕੋਬੀ ਸਮਲਡਰਸ	Cobie Smulders
ਲਦਾਖ਼	Ladakh
ਗਿਲਗਿਤ-ਬਾਲਤਿਸਤਾਨ	Gilgit-Baltistan
ਬੀਕਾਨੇਰ	Bikaner
ਬੋਲੀਵੀਆਈ ਬੋਲੀਵੀਆਨੋ	Boliviano
ਹੈ ਕਿਸਨੂੰ ਮੌਤ ਦਾ ਸੱਦਾ	Klockan klämtar för dig
ਟਰਾਂਸਨਿਸਤੀਰੀਆਈ ਰੂਬਲ	Transnistrisk rubel
ਲੋਕ-ਨਾਚ	Folkdans
ਸ਼ਿਰਾਕ	Sjirak
ਤੀਰਾਨਾ ਜ਼ਿਲਾ	Tiranë distrikt
ਤਵੂਸ਼	Tavusj
ਅਰਮਾਵੀਰ ਸੂਬਾ	Armavir (provins)
ਸੈਰਾ ਵੇਨ ਕੈਲੀਜ਼	Sarah Wayne Callies
ਅਲੈਗਜ਼ੈਂਡਰ ਹਰਜਨ	Aleksandr Herzen
ਮੋਰ	Påfåglar
ਆਸਕਰ ਪਿਸਟੋਰੀਅਸ	Oscar Pistorius
ਤਾਰਪੀਨ	Terpentin
ਕਾਰਬੋਨਿਲ	Karbonylgrupp
ਬਲੋਚ ਲੋਕ	Balucher
ਕਿਊਬਾਈ ਪੇਸੋ	Kubansk peso
ਐਡਵਰਡ ਸਈਦ	Edward Said
ਪ੍ਰਾਈਡ ਪਾਰਕ ਸਟੇਡੀਅਮ	Pride Park Stadium
ਬ੍ਰੇਸਲੈਟ	Armband
ਰਾਮਸੇਤੂ	Adamsbron
ਝੁੱਗੀ-ਝੌਂਪੜੀ	Slum
ਇਤਿਹਾਸਕਾਰ	Historiker
ਭੂਟਾਨੀ ਙੂਲਤਰੂਮ	Ngultrum
ਅਲੀਗੜ	Aligarh
ਨਮਰੂਦ	Nimrod
ਬਹਿਰੀਨੀ ਦਿਨਾਰ	Bahrainsk dinar
ਲਿਬਨਾਨੀ ਪਾਊਂਡ	Libanesiskt pund
ਨਿਸ਼ਾਨਚੀ	Prickskytt
ਸੂਰੀਨਾਮੀ ਡਾਲਰ	Surinamesisk dollar
ਦੱਖਣੀ ਕੋਰੀਆਈ ਵੌਨ	Sydkoreansk won
ਔਗੂਸਤ ਮੇਰੀ ਫਰਾਂਸੋਆ ਬੇਰਨਾਰਤ	Auguste Beernaert
ਧੁਨੀ (ਭਾਸ਼ਾ ਵਿਗਿਆਨ)	Fon (fonetik)
ਹਾਟ ਓਫ ਮਿਡਲੋਥੀਅਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Heart of Midlothian FC
ਸਤਾਦ ਵੇਲੋਦਰੋਮ	Stade Vélodrome
ਥੋਮਸ ਸਾਨਕਾਰਾ	Thomas Sankara
ਪੋਗਰਾਡੇਕ ਜ਼ਿਲਾ	Pogradec distrikt
ਗਾਂਧੀ (ਫਿਲਮ)	Gandhi (film)
ਮੈਗੀ ਜਿਲਨਹੌਲ	Maggie Gyllenhaal
ਚੰਡੋਲ	Pariserhjul
ਪੀਕਿਨ ਜ਼ਿਲਾ	Peqin distrikt
ਤੇਪੇਲੀਨ ਜ਼ਿਲਾ	Tepelenë distrikt
ਮੱਟ ਜ਼ਿਲਾ	Mat distrikt
ਗੈਜ਼ਪਾਖੋ	Gazpacho
ਮੇਸਟਾਲਾ ਸਟੇਡੀਅਮ	Mestalla
ਨੇਪਾਲੀ ਰੁਪਈਆ	Nepalesisk rupie
ਬ੍ਰਹਮਗੁਪਤ	Brahmagupta
ਵੁਦਰਿੰਗ ਹਾਈਟਸ	Svindlande höjder
ਬੇਰਾਤ ਜ਼ਿਲਾ	Beratdistriktet
ਅਫ਼ਰੀਕੀ ਟ੍ਰੀਪੈਨੋਸੋਮਾਇਆਸਿਸ	Afrikansk sömnsjuka
ਪਲਾਸੀ ਦੀ ਲੜਾਈ	Slaget vid Plassey
